geneID,Cond WT Rep 1,Cond WT Rep 2,Cond WT Rep 3,Cond Mt Rep 1,Cond Mt Rep 2,Cond Mt Rep 3
Solyc04g049930.2.1,864,183,14,1353,1186,956
Solyc04g049940.2.1,188,70,21,262,284,192
Solyc04g049950.1.1,603,338,298,1133,1187,914
Solyc04g049960.2.1,8,15,17,1,2,4
Solyc04g049970.2.1,88,124,248,112,107,86
Solyc04g049980.1.1,0,0,0,0,0,0
Solyc04g049990.1.1,0,0,0,0,0,0
Solyc04g050000.1.1,0,0,0,0,0,0
Solyc04g050010.1.1,21,30,38,1,6,5
Solyc04g050020.1.1,19,9,12,46,36,27
Solyc04g050030.1.1,0,0,0,0,0,0
Solyc04g050040.2.1,615,420,336,693,679,583
Solyc04g050050.2.1,706,645,1363,673,489,554
Solyc04g050060.1.1,0,0,0,0,0,0
Solyc04g050070.1.1,0,0,0,0,0,0
Solyc04g050080.1.1,0,0,0,0,0,0
Solyc04g050090.1.1,0,0,0,0,0,0
Solyc04g050100.1.1,0,0,0,0,0,0
Solyc04g050110.1.1,0,0,0,1,0,0
Solyc04g050130.1.1,385,346,714,1631,1043,1301
Solyc04g050140.2.1,409,196,187,369,327,296
Solyc04g050150.2.1,565,309,398,803,819,663
Solyc04g050160.2.1,101,28,6,114,94,65
Solyc04g050170.2.1,215,121,37,114,115,61
Solyc04g050180.2.1,41,60,55,45,44,26
Solyc04g050190.2.1,402,323,346,529,510,419
Solyc04g050200.1.1,0,0,0,0,0,0
Solyc04g050210.1.1,0,0,0,0,0,0
Solyc04g050220.1.1,0,0,0,0,0,0
Solyc04g050230.1.1,0,0,0,0,0,0
Solyc04g050240.2.1,482,455,729,576,650,424
Solyc04g050250.1.1,9,8,5,5,9,7
Solyc04g050260.1.1,794,662,1586,332,241,271
Solyc04g050270.1.1,224,225,354,257,242,154
Solyc04g050280.1.1,0,0,0,4,6,1
Solyc04g050290.1.1,0,0,0,1,0,0
Solyc04g050300.1.1,0,0,0,2,6,1
Solyc04g050310.2.1,113,97,102,119,108,93
Solyc04g050320.1.1,0,0,0,0,0,0
Solyc04g050330.1.1,0,0,0,0,0,0
Solyc04g050340.1.1,0,0,0,1,0,0
Solyc04g050350.1.1,0,0,0,0,0,0
Solyc04g050360.1.1,0,0,0,0,0,0
Solyc04g050370.1.1,0,0,0,0,0,0
Solyc04g050380.1.1,0,0,0,0,0,0
Solyc04g050390.1.1,1,0,0,0,0,0
Solyc04g050400.1.1,3,6,3,2,2,3
Solyc04g050410.1.1,1,3,4,0,1,0
Solyc04g050420.1.1,0,0,0,0,0,0
Solyc04g050430.1.1,0,0,0,0,0,0
Solyc04g050440.2.1,391,899,878,197,158,144
Solyc04g050450.1.1,0,0,0,0,0,0
Solyc04g050470.2.1,179,107,110,161,160,150
Solyc04g050480.2.1,89,76,87,157,118,108
Solyc04g050490.2.1,961,696,611,485,472,371
Solyc04g050510.2.1,607,351,320,962,922,751
Solyc04g050520.2.1,455,77,10,721,673,529
Solyc04g050540.2.1,191,102,76,282,282,205
Solyc04g050550.1.1,175,59,25,232,177,153
Solyc04g050560.2.1,95,68,104,149,146,140
Solyc04g050570.2.1,61,27,40,51,60,43
Solyc04g050580.1.1,0,0,0,0,0,0
Solyc04g050590.1.1,0,0,0,0,0,0
Solyc04g050600.1.1,0,0,0,0,0,0
Solyc04g050620.2.1,361,120,124,333,266,293
Solyc04g050670.1.1,0,0,0,0,0,0
Solyc04g050680.1.1,0,0,0,0,1,0
Solyc04g050690.1.1,0,0,0,1,2,2
Solyc04g050700.1.1,0,0,0,0,0,0
Solyc04g050710.1.1,0,0,0,0,0,0
Solyc04g050720.2.1,92,77,47,162,147,111
Solyc04g050730.2.1,3838,4004,2778,5983,6041,4309
Solyc04g050740.1.1,0,0,0,0,0,0
Solyc04g050750.1.1,0,0,6,0,0,0
Solyc04g050760.2.1,350,76,47,459,453,358
Solyc04g050770.1.1,2,0,0,219,366,200
Solyc04g050780.1.1,18,52,30,231,152,90
Solyc04g050790.2.1,28,35,30,31,17,13
Solyc04g050800.2.1,0,0,0,0,0,0
Solyc04g050810.1.1,20,9,5,25,31,20
Solyc04g050820.1.1,44,23,30,146,151,105
Solyc04g050840.1.1,0,0,0,0,0,0
Solyc04g050850.1.1,0,0,0,0,0,0
Solyc04g050860.1.1,21,18,39,35,35,34
Solyc04g050880.1.1,0,0,0,0,0,0
Solyc04g050890.1.1,0,0,0,0,0,0
Solyc04g050900.1.1,0,0,0,0,0,0
Solyc04g050910.1.1,0,0,0,0,0,0
Solyc04g050920.2.1,257,247,212,574,540,424
Solyc04g050930.2.1,298,309,209,282,288,229
Solyc04g050940.1.1,0,0,0,0,0,0
Solyc04g050950.2.1,40,51,31,22,23,21
Solyc04g050960.2.1,431,258,204,628,743,548
Solyc04g050970.2.1,811,619,1217,1437,1150,1290
Solyc04g050980.1.1,0,0,0,0,0,0
Solyc04g050990.2.1,71,33,39,104,90,81
Solyc04g051000.1.1,2,0,1,4,1,3
Solyc04g051010.1.1,0,0,0,0,0,0
Solyc04g051020.1.1,1,0,2,2,0,0
Solyc04g051030.1.1,0,0,0,0,0,0
Solyc04g051040.1.1,0,0,0,0,0,1
Solyc04g051050.1.1,0,0,0,0,0,0
Solyc04g051060.1.1,5,5,7,0,2,3
Solyc04g051070.1.1,0,0,0,0,0,0
Solyc04g051080.1.1,0,0,0,2,0,0
Solyc04g051090.1.1,2,2,9,0,2,1
Solyc04g051100.2.1,11,10,12,23,35,14
Solyc04g051110.1.1,0,3,0,2,3,4
Solyc04g051120.2.1,164,147,140,194,153,109
Solyc04g051130.1.1,1,0,1,0,0,1
Solyc04g051140.1.1,2,3,0,2,0,0
Solyc04g051150.2.1,33,25,30,70,57,54
Solyc04g051160.1.1,0,0,0,0,2,2
Solyc04g051170.1.1,0,0,0,0,0,0
Solyc04g051180.1.1,7,8,19,4,4,4
Solyc04g051190.2.1,742,548,490,400,387,366
Solyc04g051200.1.1,1999,1708,2842,1603,1344,1280
Solyc04g051210.1.1,0,0,0,0,0,0
Solyc04g051220.1.1,0,0,2,0,0,0
Solyc04g051230.1.1,0,0,0,0,0,0
Solyc04g051240.1.1,12,2,2,5,15,4
Solyc04g051270.1.1,0,0,0,1,0,1
Solyc04g051280.2.1,300,147,163,783,829,706
Solyc04g051290.1.1,0,0,0,0,0,0
Solyc04g051300.1.1,0,0,0,0,0,0
Solyc04g051310.2.1,632,300,329,828,773,559
Solyc04g051320.1.1,0,0,0,0,0,0
Solyc04g051330.1.1,0,0,0,0,0,0
Solyc04g051340.2.1,308,290,274,355,309,259
Solyc04g051350.2.1,221,122,82,431,416,358
Solyc04g051360.2.1,0,2,0,21,34,33
Solyc04g051370.2.1,1281,1107,1451,1890,1840,1466
Solyc04g051380.1.1,0,0,0,0,0,0
Solyc04g051390.2.1,4,1,8,9,11,15
Solyc04g051400.1.1,4,7,2,8,8,6
Solyc04g051410.2.1,28,28,18,69,69,50
Solyc04g051420.2.1,2,0,0,0,0,2
Solyc04g051430.1.1,0,0,0,0,0,0
Solyc04g051440.1.1,1,0,1,1,2,0
Solyc04g051450.2.1,115,79,66,180,183,114
Solyc04g051460.2.1,1,0,0,2,1,2
Solyc04g051470.1.1,6,41,22,14,13,9
Solyc04g051480.1.1,16,8,2,51,53,32
Solyc04g051490.2.1,33,29,46,123,161,88
Solyc04g051500.2.1,521,487,411,463,518,387
Solyc04g051510.1.1,1373,688,393,2141,2052,1690
Solyc04g051520.1.1,0,0,0,1,0,0
Solyc04g051530.1.1,0,0,0,0,0,0
Solyc04g051540.2.1,11,7,9,9,10,11
Solyc04g051550.1.1,372,46,7,425,406,365
Solyc04g051560.1.1,128,24,4,192,153,133
Solyc04g051570.2.1,966,483,530,1252,1266,982
Solyc04g051580.2.1,79,107,120,197,198,126
Solyc04g051590.2.1,5823,4721,8480,11257,8122,9203
Solyc04g051600.2.1,81,74,54,124,98,85
Solyc04g051610.2.1,72,59,35,111,71,66
Solyc04g051620.1.1,0,0,0,0,0,1
Solyc04g051630.1.1,0,0,0,0,0,0
Solyc04g051640.2.1,23,15,1,19,30,17
Solyc04g051650.2.1,20,27,24,35,39,30
Solyc04g051660.2.1,211,118,122,336,328,215
Solyc04g051670.2.1,194,189,146,481,467,314
Solyc04g051680.2.1,3,30,12,15,8,3
Solyc04g051690.2.1,5,5,3,40,24,37
Solyc04g051700.2.1,229,163,242,228,142,182
Solyc04g051710.1.1,266,358,479,390,410,258
Solyc04g051720.2.1,4345,4726,13808,2313,1624,1839
Solyc04g051730.1.1,0,0,0,2,0,4
Solyc04g051740.1.1,0,0,0,0,0,0
Solyc04g051760.1.1,0,0,0,0,0,0
Solyc04g051780.2.1,115,140,113,232,198,138
Solyc04g051790.1.1,0,0,0,2,0,0
Solyc04g051800.2.1,1173,1190,464,2329,2246,1831
Solyc04g051810.1.1,0,0,0,0,0,0
Solyc04g051820.2.1,506,631,578,522,539,358
Solyc04g051830.2.1,374,310,353,423,484,336
Solyc04g051840.1.1,0,0,0,0,0,0
Solyc04g051850.2.1,350,392,442,416,421,348
Solyc04g051860.2.1,471,406,388,277,318,234
Solyc04g051870.1.1,167,52,30,272,277,214
Solyc04g051880.1.1,9,7,11,22,20,19
Solyc04g051890.1.1,0,0,0,0,0,0
Solyc04g052890.1.1,3,3,3,0,0,0
Solyc04g052900.1.1,0,0,0,0,0,0
Solyc04g052910.1.1,0,0,1,0,0,0
Solyc04g052920.1.1,0,0,0,0,0,0
Solyc04g052930.1.1,0,0,0,0,0,0
Solyc04g052940.1.1,0,0,0,0,0,0
Solyc04g052950.1.1,0,0,0,0,0,0
Solyc04g052960.1.1,0,0,0,0,6,0
Solyc04g052970.1.1,0,2,1,1,2,0
Solyc04g052980.1.1,2,2,3,0,3,4
Solyc04g052990.1.1,3,3,0,0,0,0
Solyc04g053000.1.1,7,13,7,4,0,4
Solyc04g053010.1.1,3,23,0,2,6,1
Solyc04g053020.1.1,4,6,3,1,2,7
Solyc04g053030.1.1,10,13,2,6,3,0
Solyc04g053040.2.1,1,0,3,0,2,2
Solyc04g053050.2.1,0,0,0,0,0,0
Solyc04g053060.2.1,38,57,98,320,319,196
Solyc04g053070.1.1,0,0,0,0,0,0
Solyc04g053080.2.1,1599,1008,1235,2493,2217,1655
Solyc04g053090.1.1,0,0,0,0,0,0
Solyc04g053100.1.1,0,0,0,0,0,0
Solyc04g053110.1.1,7,7,3,4,13,13
Solyc04g053120.2.1,635,338,145,485,409,300
Solyc04g053130.2.1,1233,1787,1194,1395,1250,1102
Solyc04g053140.1.1,129,98,171,736,516,586
Solyc04g054140.2.1,957,485,387,1357,1304,1069
Solyc04g054150.1.1,0,4,4,0,0,3
Solyc04g054170.2.1,285,169,184,343,345,275
Solyc04g054180.2.1,163,169,181,325,311,225
Solyc04g054190.2.1,492,325,30,770,678,588
Solyc04g054200.2.1,553,225,154,875,778,647
Solyc04g054220.2.1,64,41,49,29,11,18
Solyc04g054230.1.1,0,0,0,0,0,0
Solyc04g054250.2.1,0,0,0,6,4,0
Solyc04g054260.2.1,114,119,91,364,335,260
Solyc04g054270.2.1,94,47,25,162,104,91
Solyc04g054280.1.1,0,0,0,0,1,0
Solyc04g054290.1.1,55,54,38,72,62,53
Solyc04g054300.1.1,0,0,0,35,73,43
Solyc04g054310.2.1,233,183,180,293,278,228
Solyc04g054320.2.1,199,166,265,176,172,119
Solyc04g054330.2.1,368,270,385,436,358,302
Solyc04g054340.1.1,28,43,48,35,37,25
Solyc04g054350.1.1,0,0,0,0,0,0
Solyc04g054360.1.1,0,0,0,0,0,0
Solyc04g054370.1.1,217,178,195,194,169,159
Solyc04g054380.1.1,2,1,0,0,1,0
Solyc04g054390.1.1,0,0,0,0,0,0
Solyc04g054400.2.1,156,205,181,213,206,164
Solyc04g054410.2.1,262,175,190,389,428,307
Solyc04g054420.1.1,0,0,0,0,0,0
Solyc04g054430.1.1,0,0,0,0,0,0
Solyc04g054440.1.1,3,2,0,2,0,0
Solyc04g054450.1.1,0,2,0,6,2,2
Solyc04g054460.2.1,561,592,682,530,511,337
Solyc04g054470.2.1,1394,922,1080,1546,1334,1149
Solyc04g054480.2.1,5876,2376,1241,5470,5439,4072
Solyc04g054490.2.1,196,139,134,561,467,411
Solyc04g054500.2.1,1038,736,938,3185,2929,2369
Solyc04g054510.2.1,38,62,59,108,105,75
Solyc04g054520.2.1,77,72,48,69,94,54
Solyc04g054530.1.1,0,0,0,0,0,0
Solyc04g054570.1.1,0,0,0,0,0,0
Solyc04g054600.1.1,0,0,0,0,0,0
Solyc04g054620.1.1,0,0,2,0,0,0
Solyc04g054630.1.1,0,0,0,0,0,0
Solyc04g054650.1.1,0,2,0,0,0,0
Solyc04g054660.1.1,0,0,0,0,0,0
Solyc04g054670.1.1,0,0,0,0,0,0
Solyc04g054680.1.1,5,1,5,2,2,3
Solyc04g054690.2.1,7,10,2,42,50,38
Solyc04g054700.2.1,383,175,128,397,353,267
Solyc04g054710.2.1,3433,2502,1935,1462,1232,967
Solyc04g054720.2.1,15,13,8,23,15,19
Solyc04g054730.2.1,261,191,78,251,239,153
Solyc04g054740.2.1,426,664,220,7033,6998,5050
Solyc04g054750.1.1,0,0,0,0,0,0
Solyc04g054760.2.1,107,101,96,79,101,81
Solyc04g054770.1.1,4,0,1,9,3,5
Solyc04g054780.2.1,19,30,40,76,41,32
Solyc04g054790.1.1,9,7,6,34,36,27
Solyc04g054800.2.1,126,123,107,543,492,397
Solyc04g054810.2.1,9939,11811,10173,7272,6720,5094
Solyc04g054820.2.1,110,83,95,164,135,100
Solyc04g054830.2.1,319,295,605,172,191,190
Solyc04g054840.1.1,2,0,3,2,6,0
Solyc04g054850.1.1,0,0,0,0,0,0
Solyc04g054860.1.1,2,0,0,0,0,0
Solyc04g054870.1.1,0,0,0,0,0,0
Solyc04g054880.2.1,299,164,134,957,1045,702
Solyc04g054890.2.1,696,397,323,972,960,671
Solyc04g054900.2.1,107,87,115,256,267,145
Solyc04g054910.2.1,2145,1499,1328,3319,3012,2491
Solyc04g054920.1.1,0,0,0,0,0,0
Solyc04g054930.2.1,22,28,13,132,155,119
Solyc04g054940.1.1,0,0,0,0,0,0
Solyc04g054950.2.1,6,1,4,7,5,6
Solyc04g054960.1.1,722,564,1300,1011,811,851
Solyc04g054970.1.1,0,0,0,0,0,0
Solyc04g054980.2.1,5485,5447,7059,3204,3264,2460
Solyc04g054990.2.1,6436,6527,5657,1689,1667,1193
Solyc04g055000.2.1,442,265,564,348,252,284
Solyc04g055010.2.1,129,122,79,257,216,156
Solyc04g055020.1.1,1,0,1,0,1,4
Solyc04g055030.1.1,0,0,0,1,0,0
Solyc04g055050.1.1,238,152,89,252,247,206
Solyc04g055060.1.1,0,0,0,4,2,0
Solyc04g055070.1.1,0,0,0,1,0,0
Solyc04g055080.2.1,22,12,4,24,11,8
Solyc04g055090.1.1,199,143,81,171,174,127
Solyc04g055100.1.1,7,4,4,1,2,0
Solyc04g055110.2.1,507,281,193,689,691,498
Solyc04g055120.2.1,2082,965,1008,2613,2630,1985
Solyc04g055130.1.1,0,0,0,2,3,1
Solyc04g055140.1.1,0,0,0,0,0,2
Solyc04g055150.1.1,4,2,0,1,0,0
Solyc04g055160.2.1,978,1072,949,720,702,550
Solyc04g055170.2.1,3290,3071,2560,3211,2958,2232
Solyc04g055180.2.1,262,213,198,438,444,308
Solyc04g055190.2.1,137,136,155,132,131,115
Solyc04g055200.2.1,245,282,305,346,269,186
Solyc04g055210.2.1,75,62,31,82,85,67
Solyc04g055220.1.1,0,1,0,0,2,0
Solyc04g055230.1.1,2,0,0,0,0,0
Solyc04g055240.1.1,0,0,0,0,0,0
Solyc04g055250.2.1,76,98,66,295,343,251
Solyc04g055260.2.1,654,487,322,216,209,132
Solyc04g056260.1.1,104,68,99,59,43,54
Solyc04g056270.2.1,1115,544,403,1806,1645,1351
Solyc04g056280.2.1,250,201,234,292,332,241
Solyc04g056290.2.1,266,261,350,324,328,257
Solyc04g056300.1.1,0,0,0,0,0,0
Solyc04g056310.2.1,0,0,0,0,4,0
Solyc04g056320.1.1,76,69,34,185,152,137
Solyc04g056330.1.1,59,92,79,97,53,61
Solyc04g056340.2.1,325,423,735,509,479,397
Solyc04g056350.1.1,1371,1445,1718,1340,1287,985
Solyc04g056360.2.1,2531,3502,7557,1535,1155,1217
Solyc04g056370.2.1,122,178,235,182,221,164
Solyc04g056380.2.1,9,9,9,8,14,7
Solyc04g056390.2.1,2730,2752,3845,2199,1973,1646
Solyc04g056400.2.1,11,4,0,34,52,34
Solyc04g056410.2.1,18,14,18,89,72,47
Solyc04g056420.1.1,0,1,2,3,0,1
Solyc04g056430.2.1,57,80,152,96,65,54
Solyc04g056440.1.1,0,0,0,1,0,0
Solyc04g056450.2.1,5,7,0,4,4,2
Solyc04g056460.1.1,0,0,0,4,3,3
Solyc04g056470.1.1,0,0,0,0,0,0
Solyc04g056480.1.1,0,0,0,0,0,0
Solyc04g056490.1.1,0,0,0,0,0,0
Solyc04g056500.1.1,2,1,3,0,0,1
Solyc04g056510.1.1,2,2,6,0,0,0
Solyc04g056520.1.1,0,0,0,0,0,0
Solyc04g056530.1.1,18,27,40,27,27,13
Solyc04g056540.2.1,227,162,169,331,302,225
Solyc04g056550.1.1,0,0,0,0,4,1
Solyc04g056560.2.1,1683,1441,2473,1507,1255,1102
Solyc04g056570.2.1,5,6,7,61,21,29
Solyc04g056580.2.1,298,370,275,307,292,254
Solyc04g056590.2.1,663,487,762,435,394,342
Solyc04g056600.2.1,283,237,324,393,320,242
Solyc04g056610.2.1,498,562,802,482,402,348
Solyc04g056620.1.1,0,0,0,0,0,0
Solyc04g056630.2.1,1322,830,1244,1080,950,870
Solyc04g056640.1.1,120,62,50,284,279,205
Solyc04g056650.2.1,272,207,252,281,248,245
Solyc04g056660.1.1,0,0,0,0,0,0
Solyc04g056680.1.1,2,2,0,4,1,0
Solyc04g056690.1.1,0,0,0,0,0,0
Solyc04g056700.1.1,0,0,0,0,0,0
Solyc04g056710.1.1,0,4,0,0,2,0
Solyc04g056720.1.1,1,7,10,0,1,0
Solyc04g056730.2.1,1,1,1,1,1,0
Solyc04g056740.1.1,0,0,0,0,0,0
Solyc04g057780.2.1,32,33,40,38,41,40
Solyc04g057790.1.1,22,37,48,35,47,39
Solyc04g057800.1.1,3,2,2,3,2,0
Solyc04g057820.1.1,0,0,0,0,0,0
Solyc04g057830.1.1,4,13,9,4,9,2
Solyc04g057840.1.1,0,1,0,3,0,0
Solyc04g057850.1.1,1,0,0,9,12,6
Solyc04g057860.1.1,13,11,3,32,27,28
Solyc04g057870.2.1,593,590,431,714,623,542
Solyc04g057880.2.1,734,376,360,971,872,766
Solyc04g057890.2.1,482,530,441,464,451,346
Solyc04g057900.1.1,0,0,0,83,106,79
Solyc04g057910.2.1,0,0,0,175,232,158
Solyc04g057920.1.1,0,0,0,8,8,4
Solyc04g057930.2.1,1326,685,368,1063,962,865
Solyc04g057940.2.1,93,43,8,56,35,51
Solyc04g057950.1.1,73,50,53,284,315,224
Solyc04g057960.2.1,305,107,104,554,462,408
Solyc04g057970.2.1,107,52,51,234,177,199
Solyc04g057980.2.1,171,236,177,146,196,142
Solyc04g057990.2.1,811,356,338,1290,1215,1032
Solyc04g058000.1.1,21,17,14,150,98,89
Solyc04g058010.2.1,5,2,2,4,9,2
Solyc04g058020.1.1,4,2,1,5,1,2
Solyc04g058030.1.1,0,0,0,1,1,0
Solyc04g058040.1.1,1,1,0,5,4,7
Solyc04g058050.1.1,0,0,0,0,0,0
Solyc04g058060.1.1,735,1014,1100,863,833,701
Solyc04g058070.2.1,380,322,570,300,256,227
Solyc04g058080.2.1,4,6,6,12,12,7
Solyc04g058090.2.1,340,291,308,631,624,520
Solyc04g058100.2.1,3,9,6,11,21,7
Solyc04g058110.2.1,68,51,20,102,93,87
Solyc04g058120.1.1,0,0,0,0,0,0
Solyc04g058130.2.1,62,20,7,90,65,82
Solyc04g058140.2.1,311,189,147,526,505,421
Solyc04g058150.2.1,1797,3913,4257,2796,3200,2195
Solyc04g058160.1.1,6,25,9,25,14,11
Solyc04g058170.1.1,15,20,23,9,11,2
Solyc04g058180.2.1,449,321,254,358,346,289
Solyc04g058190.2.1,132,107,74,278,261,194
Solyc04g058200.2.1,78,107,81,107,126,77
Solyc04g063200.1.1,13,4,3,5,12,1
Solyc04g063210.2.1,2399,2202,3188,1898,2022,1391
Solyc04g063220.1.1,0,0,0,0,0,0
Solyc04g063230.2.1,9297,5949,6034,4563,3865,3429
Solyc04g063240.2.1,158,207,79,321,268,195
Solyc04g063270.1.1,17,4,7,30,15,26
Solyc04g063280.2.1,1137,742,828,1507,1403,1036
Solyc04g063290.2.1,3158,3510,3691,4665,4551,3165
Solyc04g063300.1.1,19,13,4,39,41,33
Solyc04g063310.1.1,0,0,0,0,0,0
Solyc04g063320.1.1,108,58,10,29,22,16
Solyc04g063330.1.1,10,1,3,1,0,0
Solyc04g063340.1.1,76,31,35,61,54,29
Solyc04g063350.2.1,2227,1457,1245,750,707,598
Solyc04g063360.2.1,324,157,70,397,379,295
Solyc04g063370.1.1,6,7,2,12,12,7
Solyc04g063380.2.1,426,362,290,1104,1086,846
Solyc04g063390.2.1,27,16,11,21,29,19
Solyc04g063400.1.1,76,59,54,69,61,36
Solyc04g063410.1.1,0,0,0,0,1,0
Solyc04g063420.1.1,0,0,0,0,0,0
Solyc04g063430.1.1,0,0,0,0,0,0
Solyc04g063440.1.1,4,2,0,2,10,8
Solyc04g064440.1.1,6,19,4,26,22,13
Solyc04g064450.1.1,0,0,0,0,0,0
Solyc04g064460.1.1,0,0,0,0,0,0
Solyc04g064470.1.1,7,1,2,4,6,4
Solyc04g064480.2.1,8,1,2,13,5,1
Solyc04g064490.2.1,650,674,704,648,582,449
Solyc04g064500.2.1,896,985,1672,1168,962,907
Solyc04g064510.2.1,440,535,676,458,483,400
Solyc04g064520.2.1,0,0,0,0,1,0
Solyc04g064530.1.1,36,50,22,240,211,220
Solyc04g064540.2.1,66,46,19,34,12,20
Solyc04g064550.1.1,798,394,276,1319,1262,1059
Solyc04g064560.2.1,130,123,80,214,207,139
Solyc04g064570.2.1,750,571,546,894,832,669
Solyc04g064580.1.1,0,0,0,0,0,0
Solyc04g064590.1.1,22,9,5,66,45,35
Solyc04g064600.1.1,0,0,0,0,0,0
Solyc04g064610.2.1,1452,1130,1058,660,705,553
Solyc04g064620.2.1,891,694,650,193,130,119
Solyc04g064630.2.1,3,4,1,19,32,13
Solyc04g064640.2.1,5,4,2,17,12,17
Solyc04g064650.1.1,14,2,2,29,26,24
Solyc04g064660.1.1,48,10,9,63,73,56
Solyc04g064670.2.1,138,183,93,278,262,200
Solyc04g064680.2.1,311,262,253,420,386,316
Solyc04g064690.2.1,199,168,133,47,37,41
Solyc04g064700.2.1,956,430,479,1412,1221,969
Solyc04g064710.2.1,443,360,725,157,133,119
Solyc04g064720.2.1,252,211,179,272,272,207
Solyc04g064730.1.1,0,0,0,0,0,0
Solyc04g064740.2.1,143,77,50,132,158,118
Solyc04g064750.1.1,47,12,9,83,51,38
Solyc04g064760.2.1,195,272,337,885,838,658
Solyc04g064770.1.1,578,316,409,1212,1024,813
Solyc04g064780.1.1,0,0,0,0,0,0
Solyc04g064790.2.1,456,225,103,481,482,353
Solyc04g064800.2.1,632,390,343,1040,1070,815
Solyc04g064810.2.1,897,736,1214,737,596,524
Solyc04g064820.2.1,203,208,213,200,210,158
Solyc04g064830.2.1,167,163,234,247,189,160
Solyc04g064840.1.1,0,0,0,0,0,0
Solyc04g064850.2.1,134,130,158,273,269,207
Solyc04g064860.1.1,30,23,22,80,105,64
Solyc04g064870.2.1,100,62,72,275,319,209
Solyc04g064880.2.1,14,10,3,135,132,126
Solyc04g064890.2.1,9,8,4,14,10,4
Solyc04g064900.1.1,21,17,16,56,34,15
Solyc04g064910.1.1,5,3,7,10,4,1
Solyc04g064920.2.1,0,0,1,0,1,1
Solyc04g064930.2.1,90,120,128,181,154,116
Solyc04g064940.2.1,176,63,50,215,225,131
Solyc04g064950.1.1,5,8,4,8,15,1
Solyc04g064960.1.1,0,0,0,0,0,0
Solyc04g070960.1.1,641,872,624,483,415,368
Solyc04g070970.2.1,4556,5440,2298,1631,1655,1180
Solyc04g070980.2.1,902,686,675,1189,1118,829
Solyc04g070990.2.1,596,381,434,712,693,571
Solyc04g071000.1.1,13,18,17,195,307,181
Solyc04g071010.2.1,551,318,197,541,519,375
Solyc04g071020.1.1,0,0,0,0,0,0
Solyc04g071030.1.1,271,123,80,292,306,257
Solyc04g071040.2.1,1215,417,303,2186,2427,1612
Solyc04g071050.2.1,129,169,184,205,231,184
Solyc04g071060.1.1,2,1,0,4,0,1
Solyc04g071070.2.1,12340,3456,2145,5366,3743,3701
Solyc04g071080.1.1,1,0,0,1,1,0
Solyc04g071090.2.1,52,12,7,16,15,16
Solyc04g071100.1.1,3,1,0,4,9,5
Solyc04g071110.1.1,0,0,0,0,0,0
Solyc04g071120.2.1,95,48,50,135,125,114
Solyc04g071130.1.1,314,177,116,516,536,384
Solyc04g071140.2.1,3115,2513,4909,2863,2286,2090
Solyc04g071150.2.1,77,40,42,127,111,140
Solyc04g071160.2.1,280,137,75,287,236,205
Solyc04g071170.1.1,0,1,0,0,0,0
Solyc04g071180.2.1,64,165,310,101,112,87
Solyc04g071190.1.1,1,11,26,1,1,1
Solyc04g071200.1.1,0,0,0,0,0,0
Solyc04g071210.1.1,0,0,0,0,0,0
Solyc04g071220.1.1,0,0,0,0,0,0
Solyc04g071230.1.1,0,0,0,0,0,0
Solyc04g071240.1.1,0,0,0,0,0,0
Solyc04g071250.1.1,0,0,0,0,0,0
Solyc04g071260.2.1,45,71,80,327,439,224
Solyc04g071270.1.1,0,0,0,7,4,0
Solyc04g071280.1.1,78,33,15,109,147,108
Solyc04g071290.2.1,173,124,120,253,276,198
Solyc04g071300.1.1,0,6,0,4,1,4
Solyc04g071310.2.1,162,198,211,328,290,219
Solyc04g071320.2.1,761,541,546,1064,1022,843
Solyc04g071330.2.1,54,85,132,101,92,75
Solyc04g071340.2.1,171,346,400,336,304,255
Solyc04g071350.2.1,1197,706,539,1497,1321,1140
Solyc04g071360.2.1,1860,742,545,848,727,624
Solyc04g071370.1.1,0,0,0,0,0,0
Solyc04g071380.1.1,0,0,0,0,0,0
Solyc04g071390.1.1,0,0,0,0,0,0
Solyc04g071400.2.1,251,316,165,122,103,96
Solyc04g071410.1.1,0,0,0,0,0,0
Solyc04g071420.2.1,175,130,61,204,234,142
Solyc04g071430.1.1,0,0,0,2,4,2
Solyc04g071440.2.1,722,513,430,792,799,643
Solyc04g071450.2.1,0,0,1,0,1,0
Solyc04g071460.1.1,0,0,0,0,0,0
Solyc04g071470.2.1,7,13,15,40,25,11
Solyc04g071480.1.1,555,543,616,636,575,478
Solyc04g071490.2.1,14,21,15,22,16,8
Solyc04g071500.2.1,18,16,11,109,100,68
Solyc04g071510.2.1,165,100,132,229,232,184
Solyc04g071520.2.1,38,39,25,87,74,67
Solyc04g071530.1.1,0,0,0,0,1,0
Solyc04g071540.2.1,181,115,74,184,175,93
Solyc04g071550.2.1,459,519,687,431,401,305
Solyc04g071560.2.1,280,273,305,272,233,189
Solyc04g071570.2.1,202,122,87,344,288,221
Solyc04g071580.2.1,33,20,16,49,43,11
Solyc04g071590.1.1,1,1,1,2,0,0
Solyc04g071600.2.1,4,0,2,0,2,3
Solyc04g071610.2.1,72314,64331,82762,16026,12262,12087
Solyc04g071630.2.1,130,123,98,107,93,68
Solyc04g071640.1.1,2,9,4,4,3,8
Solyc04g071650.2.1,6943,4172,3255,3125,3075,2326
Solyc04g071660.2.1,763,335,328,1889,2080,1467
